# Gezari et al. 2012, Table S1 (supplemental information)
# https://ui.adsabs.harvard.edu/abs/2012Natur.485..217G/abstract
# UT year, month, day, phase, filter, mag, error
# errors of -99. indicate mag is limit from nondetection
2009 May 28.48 -350.40 gP1 23.90 -99.
2009 May 31.43 -347.88 gP1 23.89 -99.
2009 Jun 14.45 -335.90 gP1 23.70 -99.
2009 Jun 17.44 -333.34 gP1 23.79 -99.
2009 Jun 20.42 -330.79 gP1 23.83 -99.
2009 Jul 2.29  -320.64 gP1 23.62 -99.
2009 Jul 17.30 -307.80 gP1 23.04 -99.
2009 Sep 15.25 -256.55 gP1 23.84 -99.
2010 Apr 16.59 -74.15  gP1 23.72 -99.
2010 Apr 19.58 -71.59  gP1 23.63 -99.
2010 May 10.55 -53.66  gP1 25.43 1.49
2010 May 13.53 -51.11  gP1 24.09 0.46
2010 May 16.43 -48.64  gP1 23.96 0.39
2010 May 19.43 -46.07  gP1 23.30 0.24
2010 May 22.43 -43.50  gP1 22.75 0.24
2010 May 31.45 -35.80  gP1 21.84 0.08
2010 Jun 3.51  -33.17  gP1 21.50 0.05
2010 Jun 6.42  -30.69  gP1 21.25 0.03
2010 Jun 15.37 -23.04  gP1 20.56 0.02
2010 Jun 18.33 -20.50  gP1 20.40 0.02
2010 Jun 21.40 -17.88  gP1 20.31 0.02
2010 Jun 30.44 -10.15  gP1 20.02 0.01
2010 Jul 12.31 0.00    gP1 19.78 0.01
2010 Jul 30.34 15.41   gP1 19.91 0.01
2010 Aug 5.32  20.53   gP1 20.07 0.01
2010 Aug 8.30  23.07   gP1 20.12 0.01
2010 Aug 14.29 28.19   gP1 20.36 0.02
2010 Aug 17.26 30.73   gP1 20.38 0.02
2010 Aug 20.27 33.30   gP1 20.47 0.02
2010 Aug 29.26 41.00   gP1 20.75 0.02
2010 Sep 1.29  43.58   gP1 20.69 0.02
2010 Sep 4.26  46.12   gP1 20.82 0.02
2010 Sep 7.27  48.70   gP1 20.84 0.02
2010 Sep 10.23 51.23   gP1 20.90 0.03
2010 Sep 13.25 53.81   gP1 20.94 0.03
2011 Feb 10.62 182.37  gP1 22.47 0.10
2011 Apr 23.51 243.84  gP1 23.03 0.20
2011 Apr 26.58 246.47  gP1 22.77 0.13
2011 May 20.57 266.97  gP1 23.10 0.29
2011 May 29.46 274.58  gP1 22.99 0.16
2011 Jun 10.38 284.77  gP1 22.79 -99.
2011 Jun 25.39 297.61  gP1 22.75 0.14
2011 Jun 28.38 300.16  gP1 23.09 0.28
2011 Jul 1.32  302.68  gP1 23.20 0.19
2011 Jul 4.33  305.25  gP1 22.74 0.12
2011 Jul 10.31 310.36  gP1 22.74 0.19
2011 Jul 19.28 318.03  gP1 23.28 0.21
2011 Jul 22.28 320.60  gP1 23.54 0.38
2011 Jul 25.28 323.16  gP1 22.96 0.16
2011 Jul 28.28 325.72  gP1 22.49 0.10
2011 Jul 31.28 328.29  gP1 22.81 0.14
2011 Aug 3.30  330.87  gP1 23.04 0.16
2011 Aug 6.27  333.41  gP1 24.08 0.60
2011 Aug 18.29 343.69  gP1 22.96 0.15
2011 Aug 21.27 346.23  gP1 23.07 0.16
2011 Aug 24.27 348.80  gP1 23.14 0.18
2011 Aug 27.25 351.35  gP1 22.87 0.20
2011 Aug 30.28 353.94  gP1 24.01 0.43
2009 Apr 20.62 -382.77 rP1 23.35 -99.
2009 Apr 29.61 -375.09 rP1 23.30 -99.
2009 Apr 30.60 -374.24 rP1 23.34 -99.
2009 May 2.59  -372.54 rP1 23.32 -99.
2009 May 22.52 -355.50 rP1 23.37 -99.
2009 Jun 11.46 -338.45 rP1 23.26 -99.
2009 Jun 14.46 -335.89 rP1 23.20 -99.
2009 Jun 17.46 -333.32 rP1 23.06 -99.
2009 Jun 20.43 -330.78 rP1 23.31 -99.
2009 Jul 2.31  -320.63 rP1 23.29 -99.
2009 Sep 15.26 -256.54 rP1 23.32 -99.
2010 Apr 19.60 -71.58  rP1 23.20 -99.
2010 May 16.44 -48.63  rP1 24.21 0.81
2010 May 19.45 -46.06  rP1 23.34 0.39
2010 May 22.45 -43.49  rP1 22.71 0.29
2010 May 31.46 -35.78  rP1 22.46 0.17
2010 Jun 3.53  -33.16  rP1 21.80 0.09
2010 Jun 6.44  -30.67  rP1 21.50 0.07
2010 Jun 15.38 -23.03  rP1 20.94 0.04
2010 Jun 18.32 -20.51  rP1 20.69 0.03
2010 Jun 21.41 -17.87  rP1 20.63 0.03
2010 Jun 30.45 -10.14  rP1 20.32 0.03
2010 Jul 12.30 -0.01   rP1 20.12 0.02
2010 Jul 30.35 15.42   rP1 20.23 0.02
2010 Aug 5.31  20.52   rP1 20.36 0.02
2010 Aug 8.32  23.09   rP1 20.46 0.03
2010 Aug 14.30 28.21   rP1 20.69 0.05
2010 Aug 17.27 30.75   rP1 20.70 0.04
2010 Aug 20.28 33.31   rP1 20.72 0.04
2010 Aug 29.27 41.01   rP1 21.08 0.05
2010 Sep 1.27  43.57   rP1 21.10 0.05
2010 Sep 4.27  46.13   rP1 21.15 0.05
2010 Sep 7.29  48.71   rP1 21.18 0.05
2010 Sep 10.24 51.24   rP1 21.22 0.05
2010 Sep 13.27 53.82   rP1 21.38 0.07
2011 Feb 10.63 182.38  rP1 22.47 0.17
2011 Apr 23.52 243.85  rP1 23.01 0.27
2011 Apr 26.59 246.48  rP1 23.58 0.46
2011 May 20.58 266.98  rP1 23.41 0.47
2011 May 29.48 274.59  rP1 23.57 0.45
2011 Jun 10.39 284.78  rP1 22.78 0.27
2011 Jun 25.41 297.62  rP1 23.04 0.31
2011 Jun 28.39 300.17  rP1 24.37 1.52
2011 Jul 1.34  302.69  rP1 23.48 0.43
2011 Jul 4.34  305.26  rP1 23.25 0.33
2011 Jul 10.32 310.37  rP1 24.01 0.76
2011 Jul 19.29 318.04  rP1 23.01 0.28
2011 Jul 22.29 320.61  rP1 23.39 0.54
2011 Jul 25.30 323.17  rP1 23.60 0.46
2011 Jul 28.29 325.74  rP1 23.10 0.29
2011 Jul 31.29 328.30  rP1 23.44 0.42
2011 Aug 3.32  330.89  rP1 23.53 0.43
2011 Aug 6.28  333.42  rP1 24.59 1.24
2011 Aug 18.30 343.70  rP1 23.89 0.60
2011 Aug 21.28 346.25  rP1 23.41 0.38
2011 Aug 24.28 348.81  rP1 23.46 0.40
2011 Aug 30.29 353.95  rP1 24.19 0.80
2009 Apr 19.55 -383.69 iP1 22.65 -99.
2009 Apr 20.59 -382.80 iP1 22.93 -99.
2009 May 1.61  -373.38 iP1 22.90 -99.
2009 May 2.55  -372.57 iP1 22.84 -99.
2009 Jun 2.42  -346.18 iP1 22.94 -99.
2009 Jun 3.47  -345.28 iP1 22.91 -99.
2009 Jun 15.37 -335.11 iP1 22.97 -99.
2009 Jun 18.40 -332.52 iP1 22.93 -99.
2009 Jun 30.36 -322.29 iP1 22.95 -99.
2009 Jul 3.32  -319.76 iP1 22.84 -99.
2009 Sep 1.25  -268.52 iP1 22.86 -99.
2009 Sep 19.24 -253.14 iP1 22.88 -99.
2010 Apr 2.54  -86.16  iP1 22.91 -99.
2010 Apr 14.59 -75.85  iP1 22.93 -99.
2010 May 8.59  -55.34  iP1 22.94 -99.
2010 May 11.61 -52.76  iP1 24.45 1.44
2010 Jun 1.41  -34.97  iP1 22.59 0.26
2010 Jun 16.50 -22.07  iP1 21.00 0.06
2010 Jun 19.33 -19.65  iP1 20.85 0.05
2010 Jul 1.35  -9.37   iP1 20.48 0.04
2010 Jul 31.30 16.23   iP1 20.35 0.03
2010 Aug 3.35  18.84   iP1 20.47 0.04
2010 Aug 6.33  21.39   iP1 20.51 0.04
2010 Aug 9.28  23.91   iP1 20.52 0.04
2010 Aug 15.28 29.04   iP1 20.69 0.04
2010 Aug 30.29 41.88   iP1 21.27 0.08
2010 Sep 2.27  44.42   iP1 21.14 0.07
2010 Sep 5.27  46.98   iP1 21.24 0.07
2010 Sep 8.26  49.55   iP1 21.31 0.08
2010 Sep 11.26 52.11   iP1 21.43 0.09
2010 Sep 14.25 54.66   iP1 21.47 0.09
2010 Sep 17.23 57.21   iP1 21.52 0.10
2011 Feb 23.63 193.50  iP1 23.45 0.83
2011 Apr 21.51 242.13  iP1 23.05 0.40
2011 Apr 24.58 244.76  iP1 23.18 0.45
2011 Apr 27.55 247.30  iP1 23.72 0.74
2011 May 12.43 260.01  iP1 23.99 1.57
2011 May 21.52 267.79  iP1 23.88 0.88
2011 May 27.43 272.84  iP1 24.07 1.04
2011 May 30.49 275.46  iP1 23.67 0.70
2011 Jun 2.40  277.95  iP1 23.92 0.87
2011 Jun 11.35 285.60  iP1 23.18 0.45
2011 Jun 26.39 298.46  iP1 23.12 0.49
2011 Jun 29.46 301.08  iP1 23.66 0.70
2011 Jul 2.32  303.53  iP1 23.44 0.57
2011 Jul 5.34  306.11  iP1 23.47 0.58
2011 Jul 11.29 311.20  iP1 23.60 0.65
2011 Jul 20.34 318.93  iP1 24.10 1.04
2011 Jul 23.29 321.45  iP1 23.47 0.62
2011 Jul 26.29 324.02  iP1 23.82 0.79
2011 Jul 29.32 326.61  iP1 23.74 0.78
2011 Aug 1.27  329.14  iP1 23.39 0.53
2011 Aug 4.27  331.70  iP1 23.38 0.53
2011 Aug 16.28 341.97  iP1 23.67 0.71
2011 Aug 19.31 344.56  iP1 23.22 0.47
2011 Aug 22.27 347.09  iP1 23.67 0.70
2011 Aug 28.26 352.21  iP1 24.11 1.04
2011 Aug 31.27 354.79  iP1 23.13 0.43
2011 Sep 3.25  357.33  iP1 24.06 1.04
2009 May 5.46  -370.08 zP1 22.97 -99.
2009 May 6.55  -369.15 zP1 22.82 -99.
2009 Jun 13.42 -336.78 zP1 23.04 -99.
2009 Jun 16.43 -334.20 zP1 22.88 -99.
2009 Jun 25.39 -326.54 zP1 22.97 -99.
2009 Jun 28.37 -324.00 zP1 23.02 -99.
2009 Jul 4.30  -318.93 zP1 22.97 -99.
2009 Jul 22.39 -303.45 zP1 22.64 -99.
2009 Sep 20.24 -252.29 zP1 22.19 -99.
2009 Sep 29.22 -244.60 zP1 23.02 -99.
2010 Apr 9.62  -80.11  zP1 22.90 -99.
2010 Apr 12.61 -77.55  zP1 23.11 -99.
2010 Apr 18.59 -72.44  zP1 23.06 -99.
2010 May 9.52  -54.55  zP1 22.96 -99.
2010 May 21.51 -44.29  zP1 24.88 2.03
2010 Jun 5.46  -31.50  zP1 21.82 0.11
2010 Jun 11.55 -26.30  zP1 21.51 0.10
2010 Jun 14.37 -23.89  zP1 21.28 0.07
2010 Jun 17.40 -21.30  zP1 21.47 0.10
2010 Jun 20.31 -18.81  zP1 20.97 0.05
2010 Jun 29.39 -11.04  zP1 20.64 0.04
2010 Jul 2.29  -8.57   zP1 20.67 0.04
2010 Jul 29.39 14.61   zP1 20.62 0.04
2010 Aug 1.34  17.13   zP1 20.57 0.04
2010 Aug 4.38  19.72   zP1 20.64 0.04
2010 Aug 16.30 29.92   zP1 20.95 0.05
2010 Aug 19.25 32.44   zP1 21.02 0.05
2010 Aug 31.24 42.69   zP1 21.13 0.06
2010 Sep 3.24  45.25   zP1 21.32 0.07
2010 Sep 6.24  47.82   zP1 21.47 0.09
2010 Sep 9.23  50.38   zP1 21.39 0.08
2010 Sep 12.26 52.96   zP1 21.25 0.10
2010 Sep 15.25 55.52   zP1 21.60 0.10
2010 Sep 18.23 58.07   zP1 21.79 0.14
2011 Feb 3.65  176.42  zP1 22.66 0.23
2011 Apr 22.56 243.03  zP1 22.66 0.23
2011 Apr 25.55 245.59  zP1 22.17 0.43
2011 May 13.46 260.90  zP1 21.58 -99.
2011 Jun 12.45 286.54  zP1 23.58 0.66
2011 Jun 24.46 296.81  zP1 22.76 0.27
2011 Jun 30.32 301.82  zP1 22.91 0.30
2011 Jul 3.34  304.40  zP1 23.06 0.34
2011 Jul 6.31  306.94  zP1 22.61 0.22
2011 Jul 9.31  309.51  zP1 23.14 0.40
2011 Jul 12.31 312.07  zP1 22.70 0.24
2011 Jul 18.30 317.20  zP1 23.48 0.53
2011 Jul 21.29 319.74  zP1 24.10 0.93
2011 Jul 24.27 322.29  zP1 22.63 0.30
2011 Jul 27.26 324.85  zP1 22.77 0.25
2011 Aug 2.26  329.98  zP1 22.93 0.28
2011 Aug 5.26  332.55  zP1 23.08 0.39
2011 Aug 17.28 342.82  zP1 23.04 0.32
2011 Aug 20.31 345.42  zP1 23.15 0.37
2011 Aug 23.27 347.95  zP1 23.34 0.42
2011 Aug 29.25 353.06  zP1 23.89 0.82
2011 Sep 1.24  355.62  zP1 24.07 0.93
